time_s,step,observation,action_pre_scale
1776933917.733377,488,"[0.05496515333652496,-0.07810169458389282,-0.9954292178153992,-0.024581313133239746,0.3130754828453064,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,0.004029304254800081,-0.02014652080833912,0.09267399460077286,-0.028205128386616707,-0.01341329701244831,0.02932136505842209,-0.029949869960546494,-0.036263737827539444,-0.012087912298738956,0.07655677944421768,0.006105006206780672,-0.02442002482712269,-0.1590842455625534,2.889631986618042,1.8407005071640015,-1.7972948551177979,-0.466560423374176,1.6231708526611328,0.09823091328144073,-2.0900888442993164,0.7184796333312988,0.019789278507232666,-1.9702544212341309,0.7230724096298218,0.0,0.0,0.0]","[-0.15711259841918945,2.896702766418457,1.8441613912582397,-1.809728741645813,-0.4772004187107086,1.623128056526184,0.09248961508274078,-2.0847561359405518,0.7340245842933655,0.02419780194759369,-1.9625208377838135,0.7176463603973389]"
1776933917.753604,489,"[0.05497916787862778,-0.07833413779735565,-0.9954097270965576,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,-0.012087912298738956,0.053780775517225266,-0.04432234540581703,0.05238095298409462,-0.02442002482712269,-0.006105006206780672,-0.02014652080833912,-0.036263737827539444,-0.012087912298738956,0.07655677944421768,0.006105006206780672,-0.02442002482712269,-0.15711259841918945,2.896702766418457,1.8441613912582397,-1.809728741645813,-0.4772004187107086,1.623128056526184,0.09248961508274078,-2.0847561359405518,0.7340245842933655,0.02419780194759369,-1.9625208377838135,0.7176463603973389,0.0,0.0,0.0]","[-0.16085828840732574,2.884958505630493,1.838314175605774,-1.7953205108642578,-0.45693841576576233,1.623787760734558,0.09572510421276093,-2.0842363834381104,0.7126829624176025,0.023617371916770935,-1.9689040184020996,0.7176991701126099]"
1776933917.773911,490,"[0.05512547492980957,-0.07831430435180664,-0.9954032897949219,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,2.2694286599289626e-05,6.052962303161621,0.026702679693698883,0.0030151077080518007,-0.21616525948047638,0.07595513761043549,-0.004029304254800081,-0.036263737827539444,-0.012087912298738956,-0.004029304254800081,-0.01703009009361267,-0.01092470996081829,-0.004029304254800081,0.07813233882188797,-0.036263737827539444,0.04432234540581703,-0.017030466347932816,0.035345107316970825,-0.16085828840732574,2.884958505630493,1.838314175605774,-1.7953205108642578,-0.45693841576576233,1.623787760734558,0.09572510421276093,-2.0842363834381104,0.7126829624176025,0.023617371916770935,-1.9689040184020996,0.7176991701126099,0.0,0.0,0.0]","[-0.15590432286262512,2.897149085998535,1.8430769443511963,-1.807041883468628,-0.4736219048500061,1.6260722875595093,0.09455764293670654,-2.085994243621826,0.7239960432052612,0.019398503005504608,-1.973944902420044,0.7192670702934265]"
1776933917.798225,491,"[0.05513036251068115,-0.07831108570098877,-0.9954032897949219,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,0.0004063060914631933,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,-0.004029304254800081,-0.012087912298738956,-0.04432234540581703,-0.02014652080833912,-0.018315019086003304,0.0,0.029487179592251778,-0.04559868201613426,-0.05238095298409462,-0.12490842491388321,-0.007539275102317333,-0.022985393181443214,-0.15590432286262512,2.897149085998535,1.8430769443511963,-1.807041883468628,-0.4736219048500061,1.6260722875595093,0.09455764293670654,-2.085994243621826,0.7239960432052612,0.019398503005504608,-1.973944902420044,0.7192670702934265,0.0,0.0,0.0]","[-0.15978674590587616,2.894432544708252,1.8429135084152222,-1.7989718914031982,-0.46795040369033813,1.6264727115631104,0.10011351108551025,-2.0942602157592773,0.7184566259384155,0.015556298196315765,-1.9761238098144531,0.727229654788971]"
1776933917.813582,492,"[0.05515480041503906,-0.07829499244689941,-0.9954032897949219,-0.024581313133239746,0.3134591281414032,0.14169545471668243,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,0.0004063060914631933,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,-0.004029304254800081,-0.004029304254800081,-0.026506073772907257,-0.02014652080833912,0.0,-0.006105006206780672,0.036263737827539444,0.028205128386616707,-0.02014652080833912,-0.07655677944421768,-0.012210012413561344,-0.018315019086003304,-0.15978674590587616,2.894432544708252,1.8429135084152222,-1.7989718914031982,-0.46795040369033813,1.6264727115631104,0.10011351108551025,-2.0942602157592773,0.7184566259384155,0.015556298196315765,-1.9761238098144531,0.727229654788971,0.0,0.0,0.0]","[-0.1565599888563156,2.897786855697632,1.8450275659561157,-1.8042807579040527,-0.4746285378932953,1.6283211708068848,0.095367431640625,-2.0897183418273926,0.7236225605010986,0.015119865536689758,-1.9738271236419678,0.7240848541259766]"
1776933917.833511,493,"[0.055042706429958344,-0.07829239219427109,-0.9954097270965576,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,0.0004063060914631933,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,-0.012087912298738956,-0.05238095298409462,0.01038388255983591,-0.012087912298738956,-0.006105006206780672,-0.012210012413561344,-0.036263737827539444,-0.02014652080833912,-0.07655677944421768,-0.028205128386616707,0.012210012413561344,-0.030525030568242073,-0.1565599888563156,2.897786855697632,1.8450275659561157,-1.8042807579040527,-0.4746285378932953,1.6283211708068848,0.095367431640625,-2.0897183418273926,0.7236225605010986,0.015119865536689758,-1.9738271236419678,0.7240848541259766,0.0,0.0,0.0]","[-0.15912306308746338,2.8975021839141846,1.8494445085525513,-1.8050532341003418,-0.4696018397808075,1.6243902444839478,0.09705989062786102,-2.092879295349121,0.7248501181602478,0.024321094155311584,-1.9765467643737793,0.728310763835907]"
1776933917.860819,494,"[0.05480874329805374,-0.07829367369413376,-0.9954225420951843,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,2.2694286599289626e-05,6.052578926086426,0.027086291462183,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,-0.004029304254800081,-0.036263737827539444,0.028205128386616707,0.05238095298409462,-0.02442002482712269,-0.006105006206780672,-0.01107772160321474,-0.012087912298738956,0.003019112627953291,-0.05238095298409462,-0.018315019086003304,0.0,-0.15912306308746338,2.8975021839141846,1.8494445085525513,-1.8050532341003418,-0.4696018397808075,1.6243902444839478,0.09705989062786102,-2.092879295349121,0.7248501181602478,0.024321094155311584,-1.9765467643737793,0.728310763835907,0.0,0.0,0.0]","[-0.15864868462085724,2.89237380027771,1.8439704179763794,-1.8010411262512207,-0.466717392206192,1.626844048500061,0.09490960836410522,-2.0919480323791504,0.7226343750953674,0.022503390908241272,-1.9700231552124023,0.7227924466133118]"
1776933917.873585,495,"[0.054818518459796906,-0.0782872810959816,-0.9954225420951843,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,0.0004063060914631933,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,-0.004029304254800081,-0.02014652080833912,0.012087912298738956,0.004029304254800081,0.013626791536808014,0.04415123909711838,0.019072728231549263,-0.036263737827539444,-0.051307160407304764,0.012087912298738956,-0.006105006206780672,-0.02442002482712269,-0.15864868462085724,2.89237380027771,1.8439704179763794,-1.8010411262512207,-0.466717392206192,1.626844048500061,0.09490960836410522,-2.0919480323791504,0.7226343750953674,0.022503390908241272,-1.9700231552124023,0.7227924466133118,0.0,0.0,0.0]","[-0.15891683101654053,2.8962719440460205,1.8472477197647095,-1.8035088777542114,-0.47030842304229736,1.6258049011230469,0.09594815969467163,-2.0893070697784424,0.725456953048706,0.020351991057395935,-1.971642255783081,0.7252619862556458]"
1776933917.893837,496,"[0.05482340604066849,-0.07828408479690552,-0.9954225420951843,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,0.0004063060914631933,6.052578926086426,0.027086291462183,0.0030151077080518007,-0.21616525948047638,0.07595513761043549,0.02014652080833912,-0.028205128386616707,0.004029304254800081,-0.028205128386616707,-0.02309630997478962,0.0074290931224823,-0.02014652080833912,0.04432234540581703,0.045826226472854614,-0.04432234540581703,-0.0047816624864935875,0.02309630997478962,-0.15891683101654053,2.8962719440460205,1.8472477197647095,-1.8035088777542114,-0.47030842304229736,1.6258049011230469,0.09594815969467163,-2.0893070697784424,0.725456953048706,0.020351991057395935,-1.971642255783081,0.7252619862556458,0.0,0.0,0.0]","[-0.15723158419132233,2.8946001529693604,1.8416812419891357,-1.8062447309494019,-0.47782623767852783,1.624505877494812,0.09495291113853455,-2.088981866836548,0.7258725762367249,0.021550342440605164,-1.966745376586914,0.7194356918334961]"
1776933917.913617,497,"[0.054838068783283234,-0.07827449589967728,-0.9954225420951843,-0.02419770136475563,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,0.0004063060914631933,6.052578926086426,0.026702679693698883,0.0033987194765359163,-0.21597343683242798,0.07576332986354828,-0.0025621093809604645,0.02014652080833912,-0.1329670399427414,0.04432234540581703,0.023077966645359993,0.02918260172009468,-0.004029304254800081,-0.05238095298409462,-0.02161371521651745,0.03773093223571777,-0.019656706601381302,0.0013420581817626953,-0.15723158419132233,2.8946001529693604,1.8416812419891357,-1.8062447309494019,-0.47782623767852783,1.624505877494812,0.09495291113853455,-2.088981866836548,0.7258725762367249,0.021550342440605164,-1.966745376586914,0.7194356918334961,0.0,0.0,0.0]","[-0.1620749831199646,2.8860628604888916,1.8411892652511597,-1.7905535697937012,-0.4566575288772583,1.6257356405258179,0.09806165099143982,-2.0859246253967285,0.7072527408599854,0.018490053713321686,-1.9720786809921265,0.7242054343223572]"
1776933917.934135,498,"[0.0548478439450264,-0.07826810330152512,-0.9954225420951843,-0.02419770136475563,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,-0.012087912298738956,-0.012087912298738956,0.004029304254800081,0.06043956056237221,-0.018315019086003304,0.02442002482712269,-0.021496077999472618,-0.012087912298738956,0.012087912298738956,0.034914180636405945,0.006105006206780672,0.0,-0.1620749831199646,2.8860628604888916,1.8411892652511597,-1.7905535697937012,-0.4566575288772583,1.6257356405258179,0.09806165099143982,-2.0859246253967285,0.7072527408599854,0.018490053713321686,-1.9720786809921265,0.7242054343223572,0.0,0.0,0.0]","[-0.15759724378585815,2.88944149017334,1.8394585847854614,-1.7961832284927368,-0.46348103880882263,1.6264904737472534,0.09267808496952057,-2.081726312637329,0.7190255522727966,0.01797913759946823,-1.963416337966919,0.7167167663574219]"
1776933917.954066,499,"[0.05485273152589798,-0.07826490700244904,-0.9954225420951843,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21616525948047638,0.07595513761043549,-0.03808443993330002,0.06043956056237221,-0.004029304254800081,-0.09267399460077286,0.012210012413561344,-0.006105006206780672,-0.012087912298738956,0.012087912298738956,0.04432234540581703,-0.028205128386616707,-0.023255106061697006,0.01714971661567688,-0.15759724378585815,2.88944149017334,1.8394585847854614,-1.7961832284927368,-0.46348103880882263,1.6264904737472534,0.09267808496952057,-2.081726312637329,0.7190255522727966,0.01797913759946823,-1.963416337966919,0.7167167663574219,0.0,0.0,0.0]","[-0.15635330975055695,2.890239715576172,1.8370405435562134,-1.801669955253601,-0.4737966060638428,1.6221956014633179,0.09442953765392303,-2.0826199054718018,0.7246840000152588,0.018101029098033905,-1.9640198945999146,0.7155503034591675]"
1776933917.973345,500,"[0.05499903857707977,-0.07824496924877167,-0.9954161643981934,-0.024581313133239746,0.3130754828453064,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,0.0004063060914631933,6.052578926086426,0.027086291462183,0.0030151077080518007,-0.21616525948047638,0.07595513761043549,0.028205128386616707,0.010617289692163467,-0.004029304254800081,0.012087912298738956,0.019655779004096985,0.0013411310501396656,0.005499094258993864,0.012087912298738956,0.061909351497888565,-0.06043956056237221,0.012210012413561344,-0.006105006206780672,-0.15635330975055695,2.890239715576172,1.8370405435562134,-1.801669955253601,-0.4737966060638428,1.6221956014633179,0.09442953765392303,-2.0826199054718018,0.7246840000152588,0.018101029098033905,-1.9640198945999146,0.7155503034591675,0.0,0.0,0.0]","[-0.1578984260559082,2.8883321285247803,1.832444429397583,-1.7997996807098389,-0.4730481803417206,1.6244550943374634,0.09565037488937378,-2.0854694843292236,0.71927809715271,0.016934484243392944,-1.960497260093689,0.7126256823539734]"
1776933917.996862,501,"[0.055254220962524414,-0.07822251319885254,-0.9954032897949219,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,2.2694286599289626e-05,6.052962303161621,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,0.012087912298738956,0.06118697673082352,-0.0684981718659401,0.05238095298409462,0.004402670543640852,0.01050733495503664,0.011341264471411705,-0.011346652172505856,0.09192734956741333,0.04432234540581703,0.022718030959367752,-0.004402670543640852,-0.1578984260559082,2.8883321285247803,1.832444429397583,-1.7997996807098389,-0.4730481803417206,1.6244550943374634,0.09565037488937378,-2.0854694843292236,0.71927809715271,0.016934484243392944,-1.960497260093689,0.7126256823539734,0.0,0.0,0.0]","[-0.15881256759166718,2.882425308227539,1.8274401426315308,-1.79196298122406,-0.4645497500896454,1.626189112663269,0.09456543624401093,-2.078486442565918,0.7103527188301086,0.01376776397228241,-1.955960750579834,0.7074071168899536]"
1776933918.014494,502,"[0.055629581212997437,-0.07820409536361694,-0.9953839182853699,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15479108691215515,2.2694286599289626e-05,6.052578926086426,0.027086291462183,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,0.028205128386616707,-0.05238095298409462,-0.09267399460077286,-0.08461538702249527,-0.006105006206780672,-0.02277163602411747,-0.05238095298409462,-0.03876018896698952,0.10323551297187805,0.012087912298738956,0.012210012413561344,0.006105006206780672,-0.15881256759166718,2.882425308227539,1.8274401426315308,-1.79196298122406,-0.4645497500896454,1.626189112663269,0.09456543624401093,-2.078486442565918,0.7103527188301086,0.01376776397228241,-1.955960750579834,0.7074071168899536,0.0,0.0,0.0]","[-0.157912015914917,2.888279914855957,1.8284285068511963,-1.796176791191101,-0.47541937232017517,1.6244431734085083,0.09702293574810028,-2.079247236251831,0.7169294953346252,0.011170685291290283,-1.9560582637786865,0.7097665071487427]"
1776933918.033400,503,"[0.055887967348098755,-0.07818634063005447,-0.9953709244728088,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,0.0004063060914631933,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,-0.028205128386616707,-0.02014652080833912,-0.02014652080833912,0.05238095298409462,0.006105006206780672,0.009492961689829826,0.013522174209356308,-0.028205128386616707,-0.07799103856086731,-0.004029304254800081,-0.012210012413561344,0.006105006206780672,-0.157912015914917,2.888279914855957,1.8284285068511963,-1.796176791191101,-0.47541937232017517,1.6244431734085083,0.09702293574810028,-2.079247236251831,0.7169294953346252,0.011170685291290283,-1.9560582637786865,0.7097665071487427,0.0,0.0,0.0]","[-0.15895326435565948,2.8905158042907715,1.8381035327911377,-1.794805884361267,-0.4634802043437958,1.626114010810852,0.0974414050579071,-2.086704730987549,0.7159644365310669,0.015726961195468903,-1.9695677757263184,0.7187551259994507]"
1776933918.054363,504,"[0.05626821517944336,-0.07816445827484131,-0.9953513145446777,-0.024581313133239746,0.3134591281414032,0.14169545471668243,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,0.0004063060914631933,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,-0.012087912298738956,0.028205128386616707,0.07002310454845428,0.004029304254800081,-0.010896777734160423,0.0074186138808727264,0.04432234540581703,0.004029304254800081,-0.11684981733560562,0.02014652080833912,-0.006105006206780672,0.012210012413561344,-0.15895326435565948,2.8905158042907715,1.8381035327911377,-1.794805884361267,-0.4634802043437958,1.626114010810852,0.0974414050579071,-2.086704730987549,0.7159644365310669,0.015726961195468903,-1.9695677757263184,0.7187551259994507,0.0,0.0,0.0]","[-0.15679976344108582,2.900648832321167,1.845567226409912,-1.8081549406051636,-0.4742520749568939,1.6276136636734009,0.09356632828712463,-2.0868303775787354,0.7292031049728394,0.018201567232608795,-1.9724353551864624,0.7193741202354431]"
1776933918.073159,505,"[0.05677521228790283,-0.07813507318496704,-0.995324969291687,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15479108691215515,2.2694286599289626e-05,6.052578926086426,0.027086291462183,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,0.004029304254800081,0.012087912298738956,0.09907784312963486,-0.004029304254800081,0.004856684245169163,-0.023172080516815186,-0.05403561890125275,0.004029304254800081,0.11850447952747345,0.02014652080833912,0.012210012413561344,0.006105006206780672,-0.15679976344108582,2.900648832321167,1.845567226409912,-1.8081549406051636,-0.4742520749568939,1.6276136636734009,0.09356632828712463,-2.0868303775787354,0.7292031049728394,0.018201567232608795,-1.9724353551864624,0.7193741202354431,0.0,0.0,0.0]","[-0.15777234733104706,2.888822078704834,1.8299641609191895,-1.8061943054199219,-0.48102107644081116,1.6246343851089478,0.08999176323413849,-2.081678867340088,0.727943480014801,0.024936646223068237,-1.9516162872314453,0.7043874263763428]"
1776933918.093450,506,"[0.056780099868774414,-0.078131765127182,-0.995324969291687,-0.02419770136475563,0.3130754828453064,0.14131183922290802,-0.12626953423023224,-0.04698871448636055,0.15498290956020355,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,0.029685765504837036,-0.021627990528941154,0.028205128386616707,-0.012087912298738956,0.016979588195681572,-0.001334967091679573,-0.004029304254800081,-0.012087912298738956,0.06701753288507462,-0.028205128386616707,0.030525030568242073,-0.012210012413561344,-0.15777234733104706,2.888822078704834,1.8299641609191895,-1.8061943054199219,-0.48102107644081116,1.6246343851089478,0.08999176323413849,-2.081678867340088,0.727943480014801,0.024936646223068237,-1.9516162872314453,0.7043874263763428,0.0,0.0,0.0]","[-0.15893515944480896,2.890043020248413,1.8265798091888428,-1.8021776676177979,-0.48131006956100464,1.6252291202545166,0.09693525731563568,-2.0843191146850586,0.722814679145813,0.016890056431293488,-1.9555809497833252,0.7063282132148743]"
1776933918.116572,507,"[0.05678987503051758,-0.07812514901161194,-0.995324969291687,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,2.2694286599289626e-05,6.052578926086426,0.027086291462183,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,0.010668749921023846,0.0054492955096066,0.028205128386616707,0.04432234540581703,-0.015582777559757233,0.0,0.02014652080833912,-0.004029304254800081,-0.034844573587179184,-0.004029304254800081,0.0,0.018315019086003304,-0.15893515944480896,2.890043020248413,1.8265798091888428,-1.8021776676177979,-0.48131006956100464,1.6252291202545166,0.09693525731563568,-2.0843191146850586,0.722814679145813,0.016890056431293488,-1.9555809497833252,0.7063282132148743,0.0,0.0,0.0]","[-0.15893115103244781,2.8928070068359375,1.8332332372665405,-1.80134117603302,-0.4733334183692932,1.6276549100875854,0.0960688591003418,-2.08583402633667,0.721240222454071,0.016831696033477783,-1.9634578227996826,0.7106134295463562]"
1776933918.136596,508,"[0.05679476261138916,-0.0781218409538269,-0.995324969291687,-0.02419770136475563,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,0.0004063060914631933,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,0.005680921021848917,-0.004029304254800081,0.04432234540581703,0.11684981733560562,-0.006105006206780672,0.02442002482712269,0.03791535645723343,0.05238095298409462,-0.029856745153665543,-0.07655677944421768,-0.006105006206780672,0.0,-0.15893115103244781,2.8928070068359375,1.8332332372665405,-1.80134117603302,-0.4733334183692932,1.6276549100875854,0.0960688591003418,-2.08583402633667,0.721240222454071,0.016831696033477783,-1.9634578227996826,0.7106134295463562,0.0,0.0,0.0]","[-0.1584409773349762,2.8919942378997803,1.8346019983291626,-1.7994316816329956,-0.47050848603248596,1.6294952630996704,0.09448231756687164,-2.0866034030914307,0.7186984419822693,0.01678917557001114,-1.965657114982605,0.7126420736312866]"
1776933918.157123,509,"[0.05679965019226074,-0.07811853289604187,-0.995324969291687,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,2.2694286599289626e-05,6.052578926086426,0.027086291462183,0.0030151077080518007,-0.21578164398670197,0.07557152211666107,-0.012281691655516624,-0.012087912298738956,-0.02014652080833912,-0.14908425509929657,0.0,0.006105006206780672,-0.004223083611577749,-0.012087912298738956,0.02839890867471695,-0.028205128386616707,0.01023091934621334,-0.016336245462298393,-0.1584409773349762,2.8919942378997803,1.8346019983291626,-1.7994316816329956,-0.47050848603248596,1.6294952630996704,0.09448231756687164,-2.0866034030914307,0.7186984419822693,0.01678917557001114,-1.965657114982605,0.7126420736312866,0.0,0.0,0.0]","[-0.15685871243476868,2.8980770111083984,1.8358962535858154,-1.8067307472229004,-0.48816627264022827,1.6252954006195068,0.09639251232147217,-2.0837862491607666,0.7285807132720947,0.01344648003578186,-1.9642571210861206,0.715924859046936]"
1776933918.174112,510,"[0.05655592679977417,-0.07812674343585968,-0.9953382015228271,-0.02419770136475563,0.3134591281414032,0.14169545471668243,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,0.007304604630917311,-0.036263737827539444,0.0395391471683979,0.02014652080833912,0.005667009390890598,0.02398158796131611,-0.004029304254800081,0.012087912298738956,0.024929828941822052,0.036263737827539444,-0.017876582220196724,0.011772016063332558,-0.15685871243476868,2.8980770111083984,1.8358962535858154,-1.8067307472229004,-0.48816627264022827,1.6252954006195068,0.09639251232147217,-2.0837862491607666,0.7285807132720947,0.01344648003578186,-1.9642571210861206,0.715924859046936,0.0,0.0,0.0]","[-0.1578555852174759,2.8917832374572754,1.8339221477508545,-1.8049006462097168,-0.4800906777381897,1.6248364448547363,0.09427374601364136,-2.086073160171509,0.7246320247650146,0.020345956087112427,-1.9600822925567627,0.7120099663734436]"
1776933918.194624,511,"[0.05655592679977417,-0.07812674343585968,-0.9953382015228271,-0.024581313133239746,0.3130754828453064,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,0.0004063060914631933,6.052578926086426,0.027086291462183,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,0.002369827590882778,-0.029865454882383347,0.058779992163181305,0.004029304254800081,0.0012459168210625648,0.0073513006791472435,0.013747390359640121,-0.036263737827539444,-0.04266286641359329,-0.036263737827539444,0.012210012413561344,0.006105006206780672,-0.1578555852174759,2.8917832374572754,1.8339221477508545,-1.8049006462097168,-0.4800906777381897,1.6248364448547363,0.09427374601364136,-2.086073160171509,0.7246320247650146,0.020345956087112427,-1.9600822925567627,0.7120099663734436,0.0,0.0,0.0]","[-0.1589883416891098,2.8958029747009277,1.8375505208969116,-1.80417001247406,-0.4776361286640167,1.626313328742981,0.09715846180915833,-2.0901875495910645,0.7265645861625671,0.01888221502304077,-1.965315341949463,0.7162405848503113]"
1776933918.214619,512,"[0.05619599670171738,-0.07801065593957901,-0.9953676462173462,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15479108691215515,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,-0.036263737827539444,0.005175058264285326,0.02014652080833912,0.004029304254800081,0.010706829838454723,-0.016812194138765335,-0.005174254532903433,-0.036263737827539444,-0.061584509909152985,-0.036263737827539444,-0.030525030568242073,0.03663003817200661,-0.1589883416891098,2.8958029747009277,1.8375505208969116,-1.80417001247406,-0.4776361286640167,1.626313328742981,0.09715846180915833,-2.0901875495910645,0.7265645861625671,0.01888221502304077,-1.965315341949463,0.7162405848503113,0.0,0.0,0.0]","[-0.1597360223531723,2.893284320831299,1.842275857925415,-1.7996200323104858,-0.46764394640922546,1.626871109008789,0.09594845771789551,-2.0902810096740723,0.722358763217926,0.021573461592197418,-1.9715404510498047,0.7206249833106995]"
1776933918.233741,513,"[0.05595715343952179,-0.07801564037799835,-0.995380699634552,-0.02419770136475563,0.3130754828453064,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21578164398670197,0.07557152211666107,-0.002247150056064129,-0.03804675117135048,-0.0684981718659401,0.09267399460077286,0.0011845771223306656,0.004920811392366886,-0.004029304254800081,-0.004029304254800081,0.028205128386616707,0.004029304254800081,-0.025604983791708946,-0.017130441963672638,-0.1597360223531723,2.893284320831299,1.842275857925415,-1.7996200323104858,-0.46764394640922546,1.626871109008789,0.09594845771789551,-2.0902810096740723,0.722358763217926,0.021573461592197418,-1.9715404510498047,0.7206249833106995,0.0,0.0,0.0]","[-0.15909168124198914,2.8861842155456543,1.8366774320602417,-1.7912626266479492,-0.46065011620521545,1.6290892362594604,0.09409034252166748,-2.0838191509246826,0.7102392315864563,0.015692338347434998,-1.9678640365600586,0.7185367941856384]"
1776933918.257725,514,"[0.05584017187356949,-0.07801651954650879,-0.9953871965408325,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,2.2694286599289626e-05,6.052578926086426,0.027086291462183,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,0.00331740640103817,0.028917793184518814,-0.012087912298738956,-0.012087912298738956,-0.006105006206780672,-0.02442002482712269,-0.012087912298738956,-0.036263737827539444,0.02891702577471733,-0.012087912298738956,-0.016594966873526573,-0.013929723761975765,-0.15909168124198914,2.8861842155456543,1.8366774320602417,-1.7912626266479492,-0.46065011620521545,1.6290892362594604,0.09409034252166748,-2.0838191509246826,0.7102392315864563,0.015692338347434998,-1.9678640365600586,0.7185367941856384,0.0,0.0,0.0]","[-0.15733593702316284,2.8894927501678467,1.8352864980697632,-1.7967532873153687,-0.46757903695106506,1.626535415649414,0.09302610158920288,-2.0798943042755127,0.7194821238517761,0.013547390699386597,-1.961671233177185,0.7137139439582825]"
