time_s,step,observation,action_pre_scale
1776933918.273319,515,"[0.055845052003860474,-0.07801327109336853,-0.9953871965408325,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,2.2694286599289626e-05,6.052578926086426,0.027086291462183,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,-0.028205128386616707,0.004029304254800081,0.04432234540581703,0.04432234540581703,0.01151115633547306,0.01761574298143387,-0.036263737827539444,0.012087912298738956,0.004029304254800081,-0.06043956056237221,-0.012210012413561344,-0.006105006206780672,-0.15733593702316284,2.8894927501678467,1.8352864980697632,-1.7967532873153687,-0.46757903695106506,1.626535415649414,0.09302610158920288,-2.0798943042755127,0.7194821238517761,0.013547390699386597,-1.961671233177185,0.7137139439582825,0.0,0.0,0.0]","[-0.15824651718139648,2.8874692916870117,1.835188388824463,-1.7965513467788696,-0.466849148273468,1.6238994598388672,0.09351004660129547,-2.082763910293579,0.719867467880249,0.02044576406478882,-1.9626970291137695,0.7143188118934631]"
1776933918.295032,516,"[0.055854812264442444,-0.07800677418708801,-0.9953871965408325,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,-0.004029304254800081,0.036263737827539444,-0.04432234540581703,0.05238095298409462,-0.010497676208615303,-0.004392329137772322,-0.012087912298738956,0.036263737827539444,-0.020873166620731354,0.028205128386616707,0.0,0.006105006206780672,-0.15824651718139648,2.8874692916870117,1.835188388824463,-1.7965513467788696,-0.466849148273468,1.6238994598388672,0.09351004660129547,-2.082763910293579,0.719867467880249,0.02044576406478882,-1.9626970291137695,0.7143188118934631,0.0,0.0,0.0]","[-0.15838506817817688,2.888136863708496,1.8361399173736572,-1.7959449291229248,-0.46279650926589966,1.6257230043411255,0.09420637786388397,-2.0805814266204834,0.713123619556427,0.01774933934211731,-1.968686819076538,0.7148888111114502]"
1776933918.313472,517,"[0.056105032563209534,-0.07798705250024796,-0.9953741431236267,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,-0.012087912298738956,0.028205128386616707,-0.11684981733560562,0.06043956056237221,-0.019197219982743263,0.023537417873740196,-0.012087912298738956,0.028205128386616707,0.028205128386616707,-0.004029304254800081,0.0,-0.006105006206780672,-0.15838506817817688,2.888136863708496,1.8361399173736572,-1.7959449291229248,-0.46279650926589966,1.6257230043411255,0.09420637786388397,-2.0805814266204834,0.713123619556427,0.01774933934211731,-1.968686819076538,0.7148888111114502,0.0,0.0,0.0]","[-0.15887001156806946,2.8838014602661133,1.8313361406326294,-1.7884182929992676,-0.46007829904556274,1.6269102096557617,0.09480535984039307,-2.0776984691619873,0.7048091888427734,0.012158580124378204,-1.9665794372558594,0.714927077293396]"
1776933918.337184,518,"[0.0563536211848259,-0.07797542959451675,-0.9953610897064209,-0.024581313133239746,0.3130754828453064,0.14169545471668243,-0.12626953423023224,-0.04718051850795746,0.15479108691215515,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21578164398670197,0.07557152211666107,0.004029304254800081,-0.03782643377780914,0.1425876021385193,-0.12490842491388321,0.006105006206780672,-0.03404058516025543,-0.028205128386616707,0.012087912298738956,0.06043956056237221,0.004029304254800081,0.01701991818845272,-0.0231252983212471,-0.15887001156806946,2.8838014602661133,1.8313361406326294,-1.7884182929992676,-0.46007829904556274,1.6269102096557617,0.09480535984039307,-2.0776984691619873,0.7048091888427734,0.012158580124378204,-1.9665794372558594,0.714927077293396,0.0,0.0,0.0]","[-0.15310265123844147,2.898583173751831,1.8330285549163818,-1.814683437347412,-0.4936444163322449,1.6227126121520996,0.09116359055042267,-2.0805113315582275,0.741098940372467,0.01708848774433136,-1.9522093534469604,0.70623779296875]"
1776933918.353183,519,"[0.056728944182395935,-0.07795628905296326,-0.9953413605690002,-0.024581313133239746,0.3130754828453064,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,2.2694286599289626e-05,6.052578926086426,0.027086291462183,0.0030151077080518007,-0.21578164398670197,0.07557152211666107,0.012087912298738956,-0.02014652080833912,-0.07812321931123734,-0.036263737827539444,-0.010917529463768005,-0.007397114764899015,-0.02014652080833912,0.02014652080833912,0.07006451487541199,-0.02014652080833912,0.006105006206780672,0.0,-0.15310265123844147,2.898583173751831,1.8330285549163818,-1.814683437347412,-0.4936444163322449,1.6227126121520996,0.09116359055042267,-2.0805113315582275,0.741098940372467,0.01708848774433136,-1.9522093534469604,0.70623779296875,0.0,0.0,0.0]","[-0.15925529599189758,2.886225461959839,1.827238917350769,-1.798448085784912,-0.47721514105796814,1.6228806972503662,0.09877820312976837,-2.0858170986175537,0.7137781381607056,0.017247706651687622,-1.9630032777786255,0.7120230197906494]"
1776933918.374224,520,"[0.05710426717996597,-0.0779370591044426,-0.9953214526176453,-0.02419770136475563,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04698871448636055,0.15498290956020355,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,0.01363472267985344,-0.010540262795984745,0.004029304254800081,0.06043956056237221,0.05234046280384064,0.0,0.028205128386616707,-0.05238095298409462,0.0266583189368248,0.10073260217905045,-0.004802382551133633,0.023117775097489357,-0.15925529599189758,2.886225461959839,1.827238917350769,-1.798448085784912,-0.47721514105796814,1.6228806972503662,0.09877820312976837,-2.0858170986175537,0.7137781381607056,0.017247706651687622,-1.9630032777786255,0.7120230197906494,0.0,0.0,0.0]","[-0.15852981805801392,2.888902187347412,1.8288763761520386,-1.7976350784301758,-0.47327688336372375,1.6292442083358765,0.09313979744911194,-2.0806593894958496,0.7182481288909912,0.013554923236370087,-1.9552619457244873,0.706200897693634]"
1776933918.393639,521,"[0.057475365698337555,-0.07779588550329208,-0.9953112006187439,-0.024581313133239746,0.3134591281414032,0.14169545471668243,-0.12626953423023224,-0.04698871448636055,0.15498290956020355,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,0.018744632601737976,-0.004029304254800081,0.06990014761686325,0.004029304254800081,0.018315019086003304,0.012210012413561344,-0.02014652080833912,-0.004029304254800081,-0.05238095298409462,0.15714286267757416,-0.018315019086003304,0.012210012413561344,-0.15852981805801392,2.888902187347412,1.8288763761520386,-1.7976350784301758,-0.47327688336372375,1.6292442083358765,0.09313979744911194,-2.0806593894958496,0.7182481288909912,0.013554923236370087,-1.9552619457244873,0.706200897693634,0.0,0.0,0.0]","[-0.15839414298534393,2.8954203128814697,1.8370860815048218,-1.8082324266433716,-0.4776330590248108,1.6249819993972778,0.09156376123428345,-2.078386068344116,0.7283669710159302,0.022424302995204926,-1.9603197574615479,0.7080969214439392]"
1776933918.413698,522,"[0.05771971493959427,-0.07766222208738327,-0.9953075647354126,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04698871448636055,0.15498290956020355,0.0004063060914631933,6.052578926086426,0.027086291462183,0.0030151077080518007,-0.21578164398670197,0.07557152211666107,-0.004029304254800081,0.036263737827539444,-0.07009302079677582,-0.0684981718659401,0.006105006206780672,-0.02442002482712269,0.02979988604784012,-0.036263737827539444,0.102327361702919,0.10073260217905045,0.035351384431123734,-0.029246754944324493,-0.15839414298534393,2.8954203128814697,1.8370860815048218,-1.8082324266433716,-0.4776330590248108,1.6249819993972778,0.09156376123428345,-2.078386068344116,0.7283669710159302,0.022424302995204926,-1.9603197574615479,0.7080969214439392,0.0,0.0,0.0]","[-0.1580016314983368,2.884665012359619,1.8219112157821655,-1.7962957620620728,-0.47670915722846985,1.6260738372802734,0.0947500616312027,-2.077322483062744,0.7146019339561462,0.01133863627910614,-1.9564430713653564,0.704063892364502]"
1776933918.435007,523,"[0.05771971493959427,-0.07766222208738327,-0.9953075647354126,-0.024581313133239746,0.3134591281414032,0.14169545471668243,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,0.004029304254800081,-0.036263737827539444,0.06977608054876328,0.08461538702249527,-0.004668169654905796,0.022982917726039886,-0.021424341946840286,0.02014652080833912,0.018868697807192802,0.028205128386616707,0.019752126187086105,0.022983279079198837,-0.1580016314983368,2.884665012359619,1.8219112157821655,-1.7962957620620728,-0.47670915722846985,1.6260738372802734,0.0947500616312027,-2.077322483062744,0.7146019339561462,0.01133863627910614,-1.9564430713653564,0.704063892364502,0.0,0.0,0.0]","[-0.15779763460159302,2.8879051208496094,1.8250443935394287,-1.798094630241394,-0.47553110122680664,1.6262322664260864,0.09290333092212677,-2.079450845718384,0.7198391556739807,0.016526982188224792,-1.9533120393753052,0.7028284072875977]"
1776933918.454099,524,"[0.05771971493959427,-0.07766222208738327,-0.9953075647354126,-0.02419770136475563,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04698871448636055,0.15498290956020355,0.0004063060914631933,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21578164398670197,0.07595513761043549,-0.010472492314875126,0.012087912298738956,-0.07817229628562927,0.05238095298409462,0.017046980559825897,0.0012683207169175148,0.037879157811403275,0.004029304254800081,-0.02014652080833912,0.0684981718659401,0.04146672412753105,0.03536209091544151,-0.15779763460159302,2.8879051208496094,1.8250443935394287,-1.798094630241394,-0.47553110122680664,1.6262322664260864,0.09290333092212677,-2.079450845718384,0.7198391556739807,0.016526982188224792,-1.9533120393753052,0.7028284072875977,0.0,0.0,0.0]","[-0.1594139039516449,2.886779308319092,1.8273673057556152,-1.7910428047180176,-0.46727505326271057,1.628184199333191,0.09658880531787872,-2.0801806449890137,0.7083011269569397,0.011252127587795258,-1.9631781578063965,0.7084022164344788]"
1776933918.473519,525,"[0.05771971493959427,-0.07766222208738327,-0.9953075647354126,-0.024581313133239746,0.3130754828453064,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,0.0004063060914631933,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21558983623981476,0.07576332986354828,-0.029947003349661827,-0.013830643147230148,-0.09267399460077286,-0.012087912298738956,-0.015905488282442093,0.02442002482712269,0.036263737827539444,-0.07655677944421768,0.036263737827539444,0.0684981718659401,0.029320314526557922,0.03783475607633591,-0.1594139039516449,2.886779308319092,1.8273673057556152,-1.7910428047180176,-0.46727505326271057,1.628184199333191,0.09658880531787872,-2.0801806449890137,0.7083011269569397,0.011252127587795258,-1.9631781578063965,0.7084022164344788,0.0,0.0,0.0]","[-0.1580907553434372,2.8864071369171143,1.8251838684082031,-1.7875025272369385,-0.470650315284729,1.6290241479873657,0.09606221318244934,-2.0783493518829346,0.7105882167816162,0.004210434854030609,-1.9569242000579834,0.7089396119117737]"
1776933918.497795,526,"[0.05747600644826889,-0.07767068594694138,-0.9953209757804871,-0.02419770136475563,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04698871448636055,0.15498290956020355,0.0004063060914631933,6.052578926086426,0.027086291462183,0.0030151077080518007,-0.21578164398670197,0.07557152211666107,0.021410170942544937,0.029469594359397888,-0.11684981733560562,-0.036263737827539444,0.02763727679848671,0.0,0.02014652080833912,-0.012087912298738956,0.005292953457683325,0.05238095298409462,0.013653844594955444,-0.004661174025386572,-0.1580907553434372,2.8864071369171143,1.8251838684082031,-1.7875025272369385,-0.470650315284729,1.6290241479873657,0.09606221318244934,-2.0783493518829346,0.7105882167816162,0.004210434854030609,-1.9569242000579834,0.7089396119117737,0.0,0.0,0.0]","[-0.1577828973531723,2.8897411823272705,1.8300275802612305,-1.793458104133606,-0.4722220003604889,1.6274852752685547,0.0946112871170044,-2.0742228031158447,0.7114516496658325,0.006215967237949371,-1.9608521461486816,0.7097246646881104]"
1776933918.516514,527,"[0.057111069560050964,-0.07755820453166962,-0.99535071849823,-0.02419770136475563,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15479108691215515,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21578164398670197,0.07557152211666107,0.02014652080833912,-0.004029304254800081,-0.10879120975732803,0.05238095298409462,0.0013633174821734428,-0.004742149263620377,-0.01351277343928814,-0.004029304254800081,-0.029629990458488464,-0.06043956056237221,0.018315019086003304,-0.012210012413561344,-0.1577828973531723,2.8897411823272705,1.8300275802612305,-1.793458104133606,-0.4722220003604889,1.6274852752685547,0.0946112871170044,-2.0742228031158447,0.7114516496658325,0.006215967237949371,-1.9608521461486816,0.7097246646881104,0.0,0.0,0.0]","[-0.16023163497447968,2.8860056400299072,1.8316417932510376,-1.7872613668441772,-0.46043622493743896,1.6272774934768677,0.09673573076725006,-2.0797688961029053,0.7045720219612122,0.010705597698688507,-1.9665759801864624,0.714820146560669]"
1776933918.533441,528,"[0.056989215314388275,-0.07756244391202927,-0.9953573346138,-0.024581313133239746,0.3130754828453064,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,2.2694286599289626e-05,6.052962303161621,0.027086291462183,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,-0.02201550267636776,-0.06230941042304039,-0.004029304254800081,-0.028205128386616707,0.0,0.016032692044973373,-0.028205128386616707,0.022009428590536118,-0.05051197111606598,0.1329670399427414,-0.011068463325500488,-0.00724616926163435,-0.16023163497447968,2.8860056400299072,1.8316417932510376,-1.7872613668441772,-0.46043622493743896,1.6272774934768677,0.09673573076725006,-2.0797688961029053,0.7045720219612122,0.010705597698688507,-1.9665759801864624,0.714820146560669,0.0,0.0,0.0]","[-0.15578460693359375,2.8958775997161865,1.840303659439087,-1.8036726713180542,-0.4755345582962036,1.6250214576721191,0.09200164675712585,-2.0778841972351074,0.7245185375213623,0.016733676195144653,-1.9673758745193481,0.7163410186767578]"
1776933918.559976,529,"[0.056867361068725586,-0.07756668329238892,-0.9953639507293701,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,0.004029304254800081,-0.020837541669607162,0.02014652080833912,-0.036263737827539444,-0.003683506976813078,-0.009788226336240768,0.012087912298738956,-0.02750895544886589,-0.011396246030926704,0.05238095298409462,-0.018315019086003304,0.012210012413561344,-0.15578460693359375,2.8958775997161865,1.840303659439087,-1.8036726713180542,-0.4755345582962036,1.6250214576721191,0.09200164675712585,-2.0778841972351074,0.7245185375213623,0.016733676195144653,-1.9673758745193481,0.7163410186767578,0.0,0.0,0.0]","[-0.15756508708000183,2.8921902179718018,1.8359087705612183,-1.8032604455947876,-0.47596561908721924,1.6243400573730469,0.09459805488586426,-2.0854759216308594,0.7240492701530457,0.0176701620221138,-1.964746356010437,0.7148674130439758]"
1776933918.573229,530,"[0.056867361068725586,-0.07756668329238892,-0.9953639507293701,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,2.2694286599289626e-05,6.052578926086426,0.027086291462183,0.0030151077080518007,-0.21578164398670197,0.07557152211666107,-0.004029304254800081,0.004029304254800081,0.0684981718659401,-0.05238095298409462,0.0008247229270637035,-0.01749083399772644,-0.004029304254800081,-0.02014652080833912,0.05818166956305504,0.10879120975732803,0.013034196570515633,-0.006929729133844376,-0.15756508708000183,2.8921902179718018,1.8359087705612183,-1.8032604455947876,-0.47596561908721924,1.6243400573730469,0.09459805488586426,-2.0854759216308594,0.7240492701530457,0.0176701620221138,-1.964746356010437,0.7148674130439758,0.0,0.0,0.0]","[-0.1562950313091278,2.891184091567993,1.8311926126480103,-1.8066335916519165,-0.48200321197509766,1.6241012811660767,0.09171083569526672,-2.0809853076934814,0.7293214201927185,0.019560493528842926,-1.9555740356445312,0.7067625522613525]"
