time_s,step,observation,action_pre_scale
1776846431.519220,293,"[-0.023753974586725235,0.002588963834568858,-0.9997144937515259,-0.00022364070173352957,-0.019815737381577492,-0.02779126912355423,-0.330194890499115,-0.4553259611129761,-0.010250616818666458,-0.01369727123528719,0.023088019341230392,0.05499286204576492,-0.34926915168762207,0.18202009797096252,-0.02279888466000557,-0.028130657970905304,-0.13184258341789246,0.22068817913532257,-0.00041990133468061686,0.10951819270849228,-0.013230860233306885,-0.004476586822420359,0.037482596933841705,-0.018269021064043045,-0.1338987648487091,-0.029466751962900162,0.048849113285541534,-0.010483711957931519,0.04028020426630974,0.009457029402256012,-0.560484766960144,-40.33122634887695,-0.009511426091194153,0.030041862279176712,-0.06657931208610535,0.11303102970123291,-0.4236157536506653,-0.1267257183790207,-0.10117459297180176,0.0,0.0,0.0]","[-0.008609097450971603,0.04528489336371422,0.03537895157933235,-0.5377753973007202,-40.0088005065918,-0.009041350334882736,0.03935680538415909,-0.07036276161670685,0.07764273136854172,-0.46418505907058716,-0.18147523701190948,-0.08364103734493256]"
1776846431.539294,294,"[-0.019109193235635757,-0.0032215642277151346,-0.9998121857643127,-0.0011654505506157875,-0.022157078608870506,-0.022434396669268608,-0.32993072271347046,-0.45310696959495544,-0.010378485545516014,-0.013696188107132912,0.023351268842816353,0.05365622043609619,-0.3522496521472931,0.18141339719295502,-0.02073856256902218,-0.05148925632238388,-0.1263188123703003,0.27364277839660645,-0.024684004485607147,0.1120835691690445,-0.006428522057831287,0.001203279010951519,0.010527614504098892,-0.0828641802072525,-0.14517667889595032,-0.032710734754800797,0.11494438350200653,-0.008609097450971603,0.04528489336371422,0.03537895157933235,-0.5377753973007202,-40.0088005065918,-0.009041350334882736,0.03935680538415909,-0.07036276161670685,0.07764273136854172,-0.46418505907058716,-0.18147523701190948,-0.08364103734493256,0.0,0.0,0.0]","[-0.006696559488773346,0.05350314825773239,0.06034589931368828,-0.4938202500343323,-39.67259979248047,-0.007266402244567871,0.0551263689994812,-0.08178450912237167,0.0428500697016716,-0.5259966254234314,-0.25279051065444946,-0.06679673492908478]"
1776846431.559134,295,"[-0.01541817095130682,-0.009736936539411545,-0.9998337030410767,-0.002320216502994299,-0.024767424911260605,-0.0159318745136261,-0.3308866322040558,-0.4508010745048523,-0.01049110572785139,-0.013559557497501373,0.023444904014468193,0.050986398011446,-0.35533422231674194,0.18064405024051666,-0.01753360778093338,-0.059888582676649094,-0.12872685492038727,0.34112274646759033,-0.04597454518079758,0.11642219126224518,-0.005451105535030365,0.008428964763879776,0.003952347673475742,-0.14586542546749115,-0.16048875451087952,-0.03965609893202782,0.17044192552566528,-0.006696559488773346,0.05350314825773239,0.06034589931368828,-0.4938202500343323,-39.67259979248047,-0.007266402244567871,0.0551263689994812,-0.08178450912237167,0.0428500697016716,-0.5259966254234314,-0.25279051065444946,-0.06679673492908478,0.0,0.0,0.0]","[-0.0057109445333480835,0.06338036060333252,0.07624875009059906,-0.4239059090614319,-39.324981689453125,-0.00271495059132576,0.07812551409006119,-0.10501301288604736,0.012841906398534775,-0.6185853481292725,-0.35169586539268494,-0.056072112172842026]"
1776846431.579113,296,"[-0.012592065148055553,-0.01694936491549015,-0.99977707862854,-0.0038738350849598646,-0.027104707434773445,-0.007994613610208035,-0.33185747265815735,-0.4484153985977173,-0.010557280853390694,-0.013219017535448074,0.0234479159116745,0.04718044027686119,-0.35931363701820374,0.1797076165676117,-0.013751337304711342,-0.08369465172290802,-0.11404771357774734,0.40994465351104736,-0.051504410803318024,0.12005615234375,-0.0023102997802197933,0.01929444447159767,-0.0008205346530303359,-0.20020346343517303,-0.21131175756454468,-0.04890202730894089,0.18960875272750854,-0.0057109445333480835,0.06338036060333252,0.07624875009059906,-0.4239059090614319,-39.324981689453125,-0.00271495059132576,0.07812551409006119,-0.10501301288604736,0.012841906398534775,-0.6185853481292725,-0.35169586539268494,-0.056072112172842026,0.0,0.0,0.0]","[-0.006520407274365425,0.07331345230340958,0.08554043620824814,-0.3215053975582123,-38.96772384643555,0.0015429854393005371,0.10400105267763138,-0.14855551719665527,0.003916606307029724,-0.7662947773933411,-0.4737846255302429,-0.0633910596370697]"
1776846431.599136,297,"[-0.010551456362009048,-0.024605749174952507,-0.9996415376663208,-0.006248941645026207,-0.029412398114800453,0.0011778573971241713,-0.33318063616752625,-0.44592979550361633,-0.010523787699639797,-0.011936810798943043,0.023000594228506088,0.042731061577796936,-0.36519965529441833,0.17848169803619385,-0.010687905363738537,-0.12871283292770386,-0.11825363337993622,0.46761375665664673,-0.07040363550186157,0.124844990670681,0.002972719958052039,0.08207005262374878,-0.03190078213810921,-0.22346322238445282,-0.3191176950931549,-0.06433431804180145,0.13668516278266907,-0.006520407274365425,0.07331345230340958,0.08554043620824814,-0.3215053975582123,-38.96772384643555,0.0015429854393005371,0.10400105267763138,-0.14855551719665527,0.003916606307029724,-0.7662947773933411,-0.4737846255302429,-0.0633910596370697,0.0,0.0,0.0]","[-0.0003170296549797058,0.08623845130205154,0.11818823218345642,-0.17574256658554077,-38.61383819580078,0.014349397271871567,0.12315008789300919,-0.18939241766929626,0.050054460763931274,-1.0164148807525635,-0.5421328544616699,-0.09099031984806061]"
1776846431.619100,298,"[-0.009085269644856453,-0.03214169666171074,-0.9994420409202576,-0.009753919206559658,-0.032415684312582016,0.011214477010071278,-0.3341725170612335,-0.44337308406829834,-0.009506122209131718,-0.008222151547670364,0.020627431571483612,0.039154332131147385,-0.3758157789707184,0.17569683492183685,-0.009567230939865112,-0.19941070675849915,-0.17631450295448303,0.5105573534965515,-0.1119268536567688,0.13013125956058502,0.06967547535896301,0.21405336260795593,-0.1471187025308609,-0.1725907027721405,-0.5816998481750488,-0.16991224884986877,0.03934581205248833,-0.0003170296549797058,0.08623845130205154,0.11818823218345642,-0.17574256658554077,-38.61383819580078,0.014349397271871567,0.12315008789300919,-0.18939241766929626,0.050054460763931274,-1.0164148807525635,-0.5421328544616699,-0.09099031984806061,0.0,0.0,0.0]","[0.014651859179139137,0.0739177018404007,0.23284417390823364,0.0075374445877969265,-38.29573059082031,0.0529695488512516,0.10461422801017761,-0.1523849368095398,0.22870256006717682,-1.2891947031021118,-0.4014577865600586,-0.10836300253868103]"
1776846431.638965,299,"[-0.00794372707605362,-0.03891259804368019,-0.9992110133171082,-0.014588278718292713,-0.03777259960770607,0.022538958117365837,-0.3367660939693451,-0.4407949447631836,-0.004800928290933371,-0.00291199772618711,0.015848401933908463,0.037640903145074844,-0.39310234785079956,0.16882756352424622,-0.010185874998569489,-0.2454676479101181,-0.290463924407959,0.5871779918670654,-0.11670656502246857,0.1280982792377472,0.29172348976135254,0.26436251401901245,-0.2549588680267334,-0.04965263605117798,-0.942191481590271,-0.3969603180885315,-0.05082089826464653,0.014651859179139137,0.0739177018404007,0.23284417390823364,0.0075374445877969265,-38.29573059082031,0.0529695488512516,0.10461422801017761,-0.1523849368095398,0.22870256006717682,-1.2891947031021118,-0.4014577865600586,-0.10836300253868103,0.0,0.0,0.0]","[0.037543006241321564,0.04009045287966728,0.39841392636299133,0.142819344997406,-38.09535598754883,0.09137873351573944,0.05375681072473526,-0.02930462546646595,0.5203516483306885,-1.375905156135559,-0.1802069991827011,-0.11233612895011902]"
1776846431.659294,300,"[-0.006476100534200668,-0.045122988522052765,-0.9989604353904724,-0.01896694488823414,-0.045739803463220596,0.03555338457226753,-0.33813872933387756,-0.4385291039943695,0.007250315509736538,0.0005169626674614847,0.01109306886792183,0.038783274590969086,-0.4167135953903198,0.15761230885982513,-0.013768698088824749,-0.20386934280395508,-0.42654722929000854,0.6570748090744019,-0.05678524821996689,0.1086006611585617,0.6841797828674316,0.13489724695682526,-0.2149224877357483,0.08729024231433868,-1.2176306247711182,-0.5869625806808472,-0.216143399477005,0.037543006241321564,0.04009045287966728,0.39841392636299133,0.142819344997406,-38.09535598754883,0.09137873351573944,0.05375681072473526,-0.02930462546646595,0.5203516483306885,-1.375905156135559,-0.1802069991827011,-0.11233612895011902,0.0,0.0,0.0]","[0.061762940138578415,0.017910972237586975,0.5248655676841736,0.24875608086585999,-37.831199645996094,0.08827970921993256,0.043451935052871704,0.07483702152967453,0.7385314702987671,-1.3801182508468628,-0.024106517434120178,-0.11001235246658325]"
1776846431.679084,301,"[-0.0026105442084372044,-0.05143992230296135,-0.9986726641654968,-0.02219291590154171,-0.05550123751163483,0.048673029989004135,-0.3360685110092163,-0.43660515546798706,0.025454919785261154,0.0015320949023589492,0.009329795837402344,0.04353770986199379,-0.4430254399776459,0.1458505094051361,-0.020529504865407944,-0.1692904233932495,-0.5432391166687012,0.6395806670188904,-0.02359790727496147,0.09846016764640808,0.9866238832473755,0.044037751853466034,-0.059724580496549606,0.25040102005004883,-1.3133879899978638,-0.60271155834198,-0.3631907105445862,0.061762940138578415,0.017910972237586975,0.5248655676841736,0.24875608086585999,-37.831199645996094,0.08827970921993256,0.043451935052871704,0.07483702152967453,0.7385314702987671,-1.3801182508468628,-0.024106517434120178,-0.11001235246658325,0.0,0.0,0.0]","[0.09777441620826721,-0.014499969780445099,0.6030673384666443,0.348760187625885,-37.518863677978516,0.0508144274353981,0.04982750862836838,0.16925722360610962,0.8486034870147705,-1.33660888671875,0.04917085915803909,-0.11076155304908752]"
1776846431.699098,302,"[0.004035780671983957,-0.057855334132909775,-0.9983168244361877,-0.02393716387450695,-0.06942960619926453,0.06130114570260048,-0.33643054962158203,-0.4347263276576996,0.04713629558682442,0.0021387471351772547,0.010102507658302784,0.05079299211502075,-0.46767204999923706,0.13521020114421844,-0.028446748852729797,-0.06607238203287125,-0.7210451364517212,0.6314194202423096,0.021877098828554153,0.09167507290840149,1.0947645902633667,0.029409123584628105,0.06475313007831573,0.3899694085121155,-1.2009775638580322,-0.4943077266216278,-0.394292950630188,0.09777441620826721,-0.014499969780445099,0.6030673384666443,0.348760187625885,-37.518863677978516,0.0508144274353981,0.04982750862836838,0.16925722360610962,0.8486034870147705,-1.33660888671875,0.04917085915803909,-0.11076155304908752,0.0,0.0,0.0]","[0.14205347001552582,-0.06390250474214554,0.694688081741333,0.4788648784160614,-37.14345932006836,-0.0020056329667568207,0.039258088916540146,0.2802973985671997,0.9074574708938599,-1.2433243989944458,0.10446140170097351,-0.1102544516324997]"
1776846431.719562,303,"[0.01474443357437849,-0.06498483568429947,-0.9977773427963257,-0.02419114112854004,-0.08565091341733932,0.07439722120761871,-0.3328823447227478,-0.4330655336380005,0.07142415642738342,0.002654384821653366,0.014530579559504986,0.05999212712049484,-0.4877782166004181,0.1293390840291977,-0.03630970045924187,-0.004055420868098736,-0.8268954157829285,0.664902925491333,0.1984010487794876,0.07487708330154419,1.2826409339904785,0.02505098655819893,0.2653612196445465,0.4666334092617035,-0.9444898962974548,-0.24418655037879944,-0.39786002039909363,0.14205347001552582,-0.06390250474214554,0.694688081741333,0.4788648784160614,-37.14345932006836,-0.0020056329667568207,0.039258088916540146,0.2802973985671997,0.9074574708938599,-1.2433243989944458,0.10446140170097351,-0.1102544516324997,0.0,0.0,0.0]","[0.17207904160022736,-0.15835610032081604,0.8542808294296265,0.6339460015296936,-36.73935317993164,-0.06460215151309967,-0.00029359012842178345,0.43735161423683167,0.9578233957290649,-1.121541142463684,0.15409931540489197,-0.10015714168548584]"
1776846431.738826,304,"[0.028110038489103317,-0.07034018635749817,-0.9971269369125366,-0.015754638239741325,-0.1037338599562645,0.08964946120977402,-0.3282032012939453,-0.4378630816936493,0.09229107946157455,0.003464755602180958,0.02455008402466774,0.07058840245008469,-0.49669888615608215,0.1276441216468811,-0.043787602335214615,0.5198148488998413,-0.9493519067764282,0.8291254043579102,0.3892751932144165,-0.2474682331085205,0.6784142255783081,0.028660720214247704,0.6073834896087646,0.5815424919128418,-0.28767329454421997,-0.13464529812335968,-0.3272506296634674,0.17207904160022736,-0.15835610032081604,0.8542808294296265,0.6339460015296936,-36.73935317993164,-0.06460215151309967,-0.00029359012842178345,0.43735161423683167,0.9578233957290649,-1.121541142463684,0.15409931540489197,-0.10015714168548584,0.0,0.0,0.0]","[0.1246333122253418,-0.3341682553291321,1.1277968883514404,0.7666081786155701,-36.348388671875,-0.15672852098941803,-0.11151722073554993,0.6802979707717896,1.0132609605789185,-0.9556995034217834,0.20102450251579285,-0.07654310762882233]"
1776846431.758844,305,"[0.041889432817697525,-0.07157356292009354,-0.9965553283691406,-0.0033912668004631996,-0.12638011574745178,0.1131376177072525,-0.3033342659473419,-0.44039592146873474,0.08084645122289658,0.0012922489549964666,0.04784148558974266,0.08566903322935104,-0.4919501841068268,0.12522253394126892,-0.04700981825590134,0.591161847114563,-1.1736512184143066,1.2217297554016113,1.3161392211914062,-0.1459413468837738,-0.714841365814209,-0.12913548946380615,1.2726809978485107,0.7134253978729248,0.23314958810806274,0.07562962174415588,-0.18438714742660522,0.1246333122253418,-0.3341682553291321,1.1277968883514404,0.7666081786155701,-36.348388671875,-0.15672852098941803,-0.11151722073554993,0.6802979707717896,1.0132609605789185,-0.9556995034217834,0.20102450251579285,-0.07654310762882233,0.0,0.0,0.0]","[0.028781842440366745,-0.49391886591911316,1.496233582496643,0.7357211112976074,-36.09638214111328,-0.2760159969329834,-0.2804892063140869,0.9827888011932373,1.0961713790893555,-0.715268611907959,0.29972320795059204,-0.056063707917928696]"
1776846431.778943,306,"[0.05352011322975159,-0.070931077003479,-0.9960443377494812,0.002768621314316988,-0.15513503551483154,0.1450432687997818,-0.2674439549446106,-0.4410303831100464,0.05583278834819794,-0.010170059278607368,0.08821310102939606,0.0994705855846405,-0.47882160544395447,0.13209693133831024,-0.04912136122584343,0.22989094257354736,-1.4384682178497314,1.6604151725769043,1.9457612037658691,0.010034218430519104,-1.307120680809021,-0.6948003768920898,2.1759607791900635,0.6379454731941223,0.610998272895813,0.6036950945854187,-0.14404189586639404,0.028781842440366745,-0.49391886591911316,1.496233582496643,0.7357211112976074,-36.09638214111328,-0.2760159969329834,-0.2804892063140869,0.9827888011932373,1.0961713790893555,-0.715268611907959,0.29972320795059204,-0.056063707917928696,0.0,0.0,0.0]","[-0.08162613213062286,-0.556109607219696,1.787428617477417,0.5203449130058289,-35.89344787597656,-0.41926318407058716,-0.43107566237449646,1.1447306871414185,1.1519533395767212,-0.4556989073753357,0.36162346601486206,-0.0933452844619751]"
1776846431.798972,307,"[0.062474481761455536,-0.07040809094905853,-0.9955599904060364,0.002616151235997677,-0.187509685754776,0.18687380850315094,-0.21969598531723022,-0.43816834688186646,0.020208746194839478,-0.03656170517206192,0.14808772504329681,0.11292088031768799,-0.4544149935245514,0.14545968174934387,-0.050315018743276596,-0.06461501866579056,-1.6944893598556519,2.182298183441162,2.3609251976013184,0.12766721844673157,-1.8765252828598022,-1.4601786136627197,3.1783533096313477,0.6690014600753784,1.4103224277496338,0.637951135635376,-0.04249223321676254,-0.08162613213062286,-0.556109607219696,1.787428617477417,0.5203449130058289,-35.89344787597656,-0.41926318407058716,-0.43107566237449646,1.1447306871414185,1.1519533395767212,-0.4556989073753357,0.36162346601486206,-0.0933452844619751,0.0,0.0,0.0]","[-0.16632036864757538,-0.4774238169193268,1.8618452548980713,0.07904353737831116,-35.91708755493164,-0.4644058048725128,-0.5211073756217957,1.0803920030593872,1.0493193864822388,-0.26933127641677856,0.23292280733585358,-0.2208305448293686]"
